No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
2653,"Kubernetes, DevOps",AWS,0.015172231,0.553054662,0.988066109,-0.039694791,0.010610667,3.326103013,1.865380082
2654,"SQL, GCP",Kubernetes,0.011467384,0.553191489,0.990925982,-0.02999162,0.009250252,5.172169335,1.998718845
2655,"Python, TypeScript","Java, Kubernetes",0.012128964,0.55331992,0.990418645,-0.031711728,0.01094753,10.26630322,2.118078097
2656,"AWS, NoSQL","SQL, Kubernetes",0.017377497,0.553370787,0.986401539,-0.045428483,0.015907971,11.82523642,2.134218325
2657,"Java, AWS, JavaScript",Docker,0.014598862,0.553511706,0.988526492,-0.038151105,0.011977999,5.570248958,2.01714293
2658,"Python, Hadoop","SQL, Spark",0.015039915,0.553571429,0.98819185,-0.039297843,0.014312552,20.67730643,2.180030874
2659,"SQL, R",Tableau,0.017509813,0.553695955,0.98631894,-0.04573722,0.015877938,10.72987042,2.125001516
2660,"Kubernetes, GCP","AWS, Azure",0.010232435,0.553699284,0.991901957,-0.026727826,0.009253533,10.45297574,2.121953814
2661,"Kubernetes, TypeScript","JavaScript, HTML/CSS",0.01018833,0.553956835,0.991944565,-0.02659551,0.009890626,34.22306079,2.205646051
2662,"SQL, Java, JavaScript",Go,0.015613285,0.55399061,0.987774537,-0.040753319,0.013827045,8.740869247,2.100002089
2663,"Python, SQL, R",Tableau,0.016892339,0.554269175,0.986817326,-0.044061218,0.015319639,10.74097864,2.127734315
2664,"Communication, AWS",Python,0.013496229,0.554347826,0.989407966,-0.035196048,0.006204092,1.850791969,1.571810459
2665,CI/CD,Python,0.02311119,0.554497354,0.982174613,-0.060247872,0.010627368,1.851291197,1.572338021
2666,"Java, Hadoop",AWS,0.010541172,0.554524362,0.991689751,-0.027477617,0.007380346,3.334941872,1.871534286
2667,"SQL, Java, Agile",Docker,0.016804128,0.554585153,0.986900685,-0.043796586,0.013793203,5.581051562,2.022004232
2668,"Python, Data Visualization",Data Analysis,0.01631897,0.554722639,0.987275064,-0.042517532,0.013779759,6.42678916,2.051947755
2669,"Data Analysis, Data Visualization",Python,0.01631897,0.554722639,0.987275064,-0.042517532,0.007507637,1.85204335,1.573133532
2670,"Python, SQL, NoSQL",Kubernetes,0.01698055,0.554755043,0.986776223,-0.044237639,0.013706741,5.18678808,2.005737689
2671,"AWS, TypeScript","SQL, Java",0.013849072,0.554770318,0.98915616,-0.036078155,0.011829786,6.858400993,2.064352117
2672,"AWS, NoSQL","Kubernetes, Docker",0.017421603,0.554775281,0.986444302,-0.045384378,0.014875901,6.843536422,2.063978876
2673,"Java, Cloud Computing","Python, SQL",0.014290125,0.554794521,0.98882057,-0.037224893,0.010833145,4.133702322,1.944691924
2674,"JavaScript, TypeScript",Docker,0.016495391,0.554896142,0.987150383,-0.042958585,0.013541441,5.584181197,2.023416986
2675,"JavaScript, TypeScript","Python, Java",0.016495391,0.554896142,0.987150383,-0.042958585,0.013284462,5.137264286,2.003995354
2676,Open Source RDBMS,"AWS, Go",0.010011908,0.555012225,0.992115068,-0.026066246,0.009340406,14.90970637,2.163599004
2677,"AWS, Kubernetes, Azure",GCP,0.010232435,0.555023923,0.991944914,-0.026639615,0.009452646,13.12206196,2.152257268
2678,"Python, MySQL",SQL,0.011070436,0.555309735,0.991308108,-0.028800776,0.006790168,2.58638817,1.765937656
2679,"SQL, Java, JavaScript",Docker,0.01565739,0.555555556,0.987817433,-0.040709214,0.012856835,5.590817182,2.026419089
2680,"Kubernetes, Software Engineering","SQL, Docker",0.012128964,0.555555556,0.990504144,-0.031535306,0.011115979,11.97348965,2.145602699
2681,"Python, GCP","SQL, AWS",0.017156971,0.555714286,0.986694049,-0.044590482,0.014979619,7.87974359,2.092067239
2682,"SQL, Linux",Java,0.011820227,0.556016598,0.990757936,-0.030697305,0.008145675,3.216780892,1.86302288
2683,"Kubernetes, Microservices","Java, Docker",0.010717594,0.556064073,0.991605366,-0.027830459,0.009694939,10.48016686,2.133058486
2684,"Docker, TypeScript","Kubernetes, HTML/CSS",0.010497067,0.556074766,0.991775248,-0.02725709,0.010277266,47.75713325,2.226402375
2685,"SQL, Docker",Go,0.025801614,0.55608365,0.980316122,-0.066995986,0.022860888,8.77389325,2.109903477
2686,"Python, Java, NoSQL",Kubernetes,0.015480969,0.556259905,0.987984895,-0.04017995,0.01250435,5.200858072,2.012539774
2687,"AWS, Spark","Python, SQL",0.011511489,0.556503198,0.991012013,-0.029859304,0.008735251,4.146433459,1.952184316
2688,RDBMS,"AWS, Kubernetes",0.01018833,0.556626506,0.992030492,-0.026419089,0.009045206,8.912706759,2.114575803
2689,"Kubernetes, Cloud Computing","SQL, Java",0.01018833,0.556626506,0.992030492,-0.026419089,0.008707758,6.881348294,2.07299455
2690,RDBMS,"SQL, Java, NoSQL",0.01018833,0.556626506,0.992030492,-0.026419089,0.009668434,19.59688318,2.1913718
2691,RDBMS,"SQL, Kubernetes, Docker",0.01018833,0.556626506,0.992030492,-0.026419089,0.009423825,13.32670831,2.161230366
2692,"Kubernetes, Cloud Computing","Java, AWS",0.01018833,0.556626506,0.992030492,-0.026419089,0.008700492,6.847744314,2.07209926
2693,"Java, Hadoop",Kafka,0.010585278,0.556844548,0.991733033,-0.027433511,0.009892746,15.28491093,2.174336336
2694,"Scala, Spark",SQL,0.011864332,0.556935818,0.990758335,-0.03074141,0.007290505,2.59396175,1.772418798
2695,"SQL, AWS, GCP",Go,0.010541172,0.557109557,0.991775604,-0.027301195,0.00934196,8.79008002,2.114790836
2696,"SQL, AWS, Agile",NoSQL,0.016098443,0.557251908,0.987568587,-0.041679531,0.014676483,11.32130154,2.147447899
2697,"SQL, Communication",Python,0.023816875,0.557275542,0.981854327,-0.061659242,0.011016003,1.860566685,1.582204767
2698,"Java, Kubernetes","Python, AWS",0.030035725,0.557283142,0.97735928,-0.077757685,0.024489877,5.415893994,2.026356722
2699,"Python, TypeScript",HTML/CSS,0.012217175,0.557344064,0.990504963,-0.031623517,0.011835287,31.9915493,2.219733925
2700,"Python, TypeScript","SQL, HTML/CSS",0.012217175,0.557344064,0.990504963,-0.031623517,0.011897163,38.1772265,2.226110752
2701,"Python, TypeScript","Java, Docker",0.012217175,0.557344064,0.990504963,-0.031623517,0.011054109,10.50429092,2.139226473
2702,"Python, MySQL",AWS,0.011114542,0.557522124,0.991351351,-0.028756671,0.007799707,3.352970588,1.884213823
2703,"Kubernetes, NoSQL","SQL, Agile",0.012393596,0.557539683,0.990378392,-0.03206457,0.011435725,12.93868702,2.162700385
2704,"Python, Data Visualization",R,0.01640718,0.557721139,0.987360754,-0.042429321,0.015258892,14.28837446,2.172762197
2705,"Docker, NoSQL","SQL, Go",0.011908437,0.55785124,0.990758734,-0.030785516,0.011204184,16.90930636,2.187067577
2706,"Docker, NoSQL","Java, Agile",0.011908437,0.55785124,0.990758734,-0.030785516,0.01083511,11.09487821,2.147964704
2707,"Docker, NoSQL","Kubernetes, Go",0.011908437,0.55785124,0.990758734,-0.030785516,0.011168406,16.09180809,2.183276993
2708,"Docker, TypeScript",HTML/CSS,0.010541172,0.558411215,0.991818536,-0.027212985,0.010212303,32.05280374,2.225098169
2709,"Java, Docker","Python, AWS",0.029638777,0.558603491,0.977760094,-0.076478631,0.024179158,5.428725657,2.03241816
2710,"Python, Go",SQL,0.030873726,0.558659218,0.976887068,-0.079654214,0.019008291,2.601988588,1.77933995
2711,"SQL, Hadoop",Java,0.012173069,0.558704453,0.990590063,-0.03140299,0.008407035,3.232331226,1.874370235
2712,Docker,"Python, Kubernetes",0.055528602,0.558810475,0.960121961,-0.143209985,0.04864774,8.070006304,2.109648097
2713,"SQL, Software Engineering",Docker,0.012746438,0.558994197,0.990168176,-0.032858466,0.010480575,5.625421853,2.042219627
2714,"AWS, Microservices",Docker,0.011687911,0.55907173,0.990970752,-0.030123936,0.009610504,5.626202101,2.042578731
2715,"Java, TypeScript","Docker, JavaScript",0.013716756,0.559352518,0.989452839,-0.035328364,0.013054831,20.72254843,2.208131401
2716,"Python, AWS, Software Engineering",Go,0.011070436,0.560267857,0.991479607,-0.028447934,0.009818112,8.839911708,2.129979956
2717,Cloud Computing,AWS,0.030035725,0.560493827,0.97764568,-0.077140211,0.021125275,3.370842584,1.896953858
2718,"Docker, Linux","Python, Kubernetes",0.010011908,0.560493827,0.992287027,-0.025713404,0.008775002,8.09431627,2.117728259
2719,"Java, Kafka",Spark,0.012658228,0.560546875,0.99029545,-0.032505623,0.01170308,13.25263743,2.17930637
2720,"AWS, Microsoft Azure",JavaScript,0.010408856,0.560570071,0.991989261,-0.026727826,0.008874939,6.785800975,2.087683767
2721,"Docker, Terraform",Ansible,0.01018833,0.560679612,0.992159411,-0.026154457,0.009413323,13.14611048,2.179161672
2722,"JavaScript, TypeScript","SQL, Java",0.016671812,0.560830861,0.987321712,-0.042782164,0.014267221,6.933325028,2.092840216
2723,"SQL, Java, AWS",Go,0.026551405,0.561043802,0.98016508,-0.06809862,0.023551976,8.852154581,2.133745133
2724,"Java, TypeScript","JavaScript, HTML/CSS",0.013760861,0.561151079,0.989495889,-0.035284259,0.013363923,34.66751612,2.241804182
2725,RDBMS,"AWS, Docker",0.01027654,0.561445783,0.992117117,-0.026330878,0.009172166,9.305307194,2.142640251
2726,RDBMS,"Python, SQL, AWS",0.01027654,0.561445783,0.992117117,-0.026330878,0.009218989,9.717297894,2.148473301
2727,"Kubernetes, Cloud Computing","Python, Java",0.01027654,0.561445783,0.992117117,-0.026330878,0.008299485,5.197901283,2.033924264
2728,RDBMS,"SQL, Java, Docker",0.01027654,0.561445783,0.992117117,-0.026330878,0.009624249,15.75453,2.198959357
2729,"Kubernetes, NoSQL","Docker, Agile",0.012481807,0.561507937,0.990464685,-0.03197636,0.011887671,21.00836542,2.21958903
2730,"Python, AWS",SQL,0.057777974,0.561508787,0.959089818,-0.148017466,0.035685348,2.615260626,1.790903128
2731,"AWS, GCP",Java,0.020685397,0.561676647,0.984430832,-0.052970494,0.014319732,3.249526566,1.887080008
2732,Critical Thinking,Problem Solving,0.011643805,0.561702128,0.99109882,-0.029815199,0.009906671,6.702880179,2.090358962
2733,"SQL, Spark","Python, Hadoop",0.015039915,0.561779242,0.988573883,-0.038503947,0.014312552,20.67730643,2.21995673
2734,"Java, Jenkins",Python,0.01301107,0.561904762,0.990085352,-0.033299519,0.006075614,1.876022186,1.598923447
2735,"Spark, Kafka",AWS,0.01018833,0.562043796,0.992202391,-0.026066246,0.007174177,3.380164185,1.903667358
2736,"Java, Bachelor's Degree",SQL,0.010364751,0.562200957,0.992074834,-0.026507299,0.006406449,2.618484449,1.793734586
2737,"SQL, Teamwork",Python,0.011952543,0.562240664,0.990887497,-0.030564989,0.005585133,1.877143657,1.600150334
2738,"Python, Java, Spark",Kafka,0.011511489,0.5625,0.991226175,-0.029418251,0.010765934,15.44014831,2.202443435
2739,"SQL, JavaScript","Python, Java",0.020332554,0.562881563,0.98476077,-0.051911966,0.016430847,5.211193824,2.040604987
2740,"Python, Spark, Hadoop",Kafka,0.012393596,0.563126253,0.990592094,-0.031623517,0.011591802,15.45733841,2.205600607
2741,"SQL, Java, JavaScript",Kubernetes,0.015877916,0.563380282,0.988031915,-0.040488687,0.01286356,5.267431392,2.045360191
2742,"AWS, TypeScript",Kubernetes,0.014069598,0.56360424,0.989371315,-0.035857628,0.011399605,5.269525336,2.046409871
2743,"SQL, GCP",Docker,0.011687911,0.563829787,0.99114203,-0.029771093,0.009628035,5.674084672,2.064860643
2744,RDBMS,"SQL, Kubernetes",0.010320646,0.563855422,0.99216043,-0.026286773,0.00946411,12.04928744,2.185523561
2745,"Docker, NoSQL",Go,0.012040753,0.564049587,0.990888284,-0.0306532,0.010687796,8.899579875,2.148456847
2746,Data Warehousing,Python,0.016671812,0.564179104,0.987490897,-0.042429321,0.007820849,1.883615496,1.60726747
2747,Scala,"SQL, Java",0.026683721,0.564365672,0.980332702,-0.067878093,0.022859208,6.977024467,2.109821878
2748,"Python, AWS, Docker",Go,0.023684559,0.56466877,0.982475449,-0.060203767,0.021026165,8.90934935,2.151512653
2749,"Python, Software Engineering",Java,0.021743924,0.564719359,0.983861378,-0.05526397,0.015088565,3.267129884,1.900271132
2750,"Java, TypeScript","SQL, AWS",0.013849072,0.564748201,0.989581988,-0.035196048,0.012119632,8.007839882,2.135489367
2751,"Java, TypeScript","SQL, Go",0.013849072,0.564748201,0.989581988,-0.035196048,0.013040053,17.1183636,2.221723658
2752,"Python, Microservices",Kubernetes,0.01018833,0.564792176,0.992288363,-0.025889825,0.008258953,5.280632168,2.051995716
2753,"SQL, Software Engineering",Kubernetes,0.012878754,0.564796905,0.990297542,-0.03272615,0.010439909,5.280676384,2.052018015
2754,"Python, AWS, Kubernetes",Go,0.024787192,0.564824121,0.981705256,-0.062982402,0.022005802,8.911800478,2.152280709
2755,"Python, Docker, Agile",NoSQL,0.011335068,0.564835165,0.991438948,-0.028800776,0.010347294,11.47536532,2.184869691
2756,"Python, Azure, GCP",SQL,0.01093812,0.564920273,0.991735895,-0.027786354,0.006780957,2.631149827,1.804945708
2757,"SQL, Agile","Python, Java",0.024346139,0.564994882,0.982029598,-0.061835664,0.019691721,5.230759072,2.050518549
2758,"Docker, Software Engineering","Python, AWS",0.011687911,0.565031983,0.991184859,-0.029682883,0.009559431,5.491200235,2.062455733
2759,"Docker, Software Engineering","Java, AWS",0.011687911,0.565031983,0.991184859,-0.029682883,0.010006475,6.951150379,2.112141244
2760,"Scala, Spark","Python, AWS",0.012040753,0.565217391,0.990931076,-0.030564989,0.009848736,5.493002106,2.063335245
2761,Teamwork,Communication,0.059895029,0.565362198,0.958364905,-0.151986945,0.040279616,3.053467632,1.874769862
2762,NoSQL,"Python, Java",0.027830459,0.565412186,0.979612426,-0.070612623,0.022513847,5.2346225,2.052487518
2763,"AWS, Kubernetes","Java, Docker",0.035328364,0.565677966,0.974469675,-0.089577912,0.032014682,10.66136037,2.180274593
2764,"Java, AWS, Cloud Computing",Software Engineering,0.010629383,0.5657277,0.991990995,-0.026948353,0.008971176,6.410166982,2.099478246
2765,"SQL, Data Visualization",Tableau,0.01971508,0.565822785,0.985381239,-0.049971332,0.017917058,10.96487179,2.18435408
2766,"Python, Kafka",AWS,0.014157809,0.566137566,0.989414802,-0.035857628,0.009999599,3.40478436,1.921629681
2767,Power BI,Tableau,0.019626869,0.566157761,0.985464001,-0.0497067,0.017837951,10.97136317,2.186040652
2768,"Python, Microsoft Azure","SQL, Java",0.010364751,0.56626506,0.992203742,-0.026242667,0.008884179,7.00050584,2.119061096
2769,"SQL, AWS, Scala",Kubernetes,0.011864332,0.566315789,0.991100743,-0.030035725,0.009623613,5.294877482,2.05920476
2770,"Python, Terraform",Ansible,0.016760023,0.566318927,0.98753427,-0.042429321,0.015497815,13.27833406,2.207498117
2771,"SQL, Cloud Computing","Python, AWS",0.014863494,0.566386555,0.98891181,-0.037621841,0.012163183,5.504364489,2.06889867
2772,"Kubernetes, Jenkins",AWS,0.012040753,0.566390041,0.990973872,-0.030476779,0.008505908,3.406302761,1.922748576
2773,"Java, Software Engineering",AWS,0.020112028,0.566459627,0.98513502,-0.050897543,0.014208396,3.406721255,1.923057189
2774,"Java, TypeScript","Kubernetes, Docker",0.013893177,0.566546763,0.989625038,-0.035151943,0.011905241,6.988745782,2.120031265
2775,"SQL, DevOps",Java,0.011070436,0.566591422,0.991694065,-0.02800688,0.007693203,3.277960529,1.908479157
2776,"Tableau, R",Data Visualization,0.011070436,0.566591422,0.991694065,-0.02800688,0.010089755,11.28851258,2.191484411
2777,"AWS, JavaScript, TypeScript",HTML/CSS,0.011820227,0.566596195,0.991143178,-0.029903409,0.01145678,32.52262156,2.267119912
2778,"SQL, TypeScript","Go, HTML/CSS",0.011423279,0.566739606,0.991439689,-0.028888987,0.01116636,44.46258509,2.278660998
2779,"Kubernetes, Docker, Agile",Go,0.013099281,0.566793893,0.990214252,-0.033123098,0.011634509,8.942879568,2.162067051
2780,"Kubernetes, Docker",Java,0.045957747,0.566920566,0.967524785,-0.116173422,0.031945661,3.279864759,1.909929615
2781,"Software Engineering, Cloud Computing","Java, AWS",0.010629383,0.567058824,0.992033942,-0.026860142,0.009105694,6.976085028,2.122029363
2782,"AWS, Docker",SQL,0.034225731,0.567251462,0.9753754,-0.086446434,0.02127129,2.642007477,1.814668835
2783,"Python, Kubernetes",SQL,0.039297843,0.567515924,0.971991915,-0.099192873,0.024430538,2.643239222,1.815778494
2784,"Python, Tableau",R,0.018656552,0.567785235,0.986249893,-0.04706038,0.01737398,14.54620862,2.223354837
2785,"SQL, Agile","Python, AWS",0.024478455,0.568065507,0.982156448,-0.061703348,0.020044499,5.520681197,2.076940587
2786,Hadoop,"Python, SQL",0.018744762,0.568181818,0.986208958,-0.047236801,0.014316987,4.233449347,2.00498158
2787,"Java, Hadoop",Hive,0.010805804,0.568445476,0.991949446,-0.027212985,0.010449478,30.32556299,2.273768857
2788,"Java, Hadoop","Python, SQL",0.010805804,0.568445476,0.991949446,-0.027212985,0.008254506,4.235413825,2.00620652
2789,Microsoft Azure,"Java, AWS",0.0157456,0.568471338,0.988369598,-0.039650686,0.013494126,6.993462093,2.128975358
2790,"Communication, Java",Python,0.012437701,0.568548387,0.99076352,-0.03131478,0.005885346,1.898203148,1.623544164
2791,RDBMS,"SQL, Docker",0.010408856,0.568674699,0.992247055,-0.026198562,0.009559586,12.25623712,2.210863117
2792,RDBMS,"Java, Kubernetes, Docker",0.010408856,0.568674699,0.992247055,-0.026198562,0.009567659,12.37385935,2.21188567
2793,"JavaScript, Go","TypeScript, HTML/CSS",0.011114542,0.568848758,0.991737325,-0.027962775,0.010820682,37.82260381,2.284488573
2794,"AWS, TypeScript","Python, Java",0.014201914,0.568904594,0.989500409,-0.035725312,0.011505496,5.266955431,2.069115211
2795,"SQL, TypeScript","AWS, Kubernetes",0.011467384,0.56892779,0.991482923,-0.028844882,0.01020857,9.109674987,2.174918355
2796,"AWS, Node.js",SQL,0.010541172,0.569047619,0.992162127,-0.026507299,0.006563932,2.650373185,1.822232153
2797,"Python, Spark, Hadoop",AWS,0.012525912,0.569138277,0.990721561,-0.031491201,0.008866394,3.422830808,1.935012755
2798,"Spark, Kafka","Python, Snowflake",0.010320646,0.569343066,0.992332351,-0.02593393,0.009904101,24.77680485,2.268676175
2799,Hive,Kafka,0.010673488,0.569411765,0.992077236,-0.026816037,0.009990598,15.62987039,2.237796864
2800,"Software Engineering, Cloud Computing",SQL,0.010673488,0.569411765,0.992077236,-0.026816037,0.006648899,2.652069216,1.823773203
2801,"Python, Kubernetes",Java,0.039430159,0.569426752,0.972115662,-0.099060557,0.027461185,3.294364057,1.921046512
2802,"SQL, NoSQL","Python, AWS",0.022493715,0.569832402,0.983664291,-0.056454814,0.018431903,5.537852574,2.085471535
2803,"Kubernetes, JavaScript","Java, AWS",0.014201914,0.569911504,0.98954299,-0.035637101,0.012176304,7.011179349,2.136104309
2804,"Docker, JavaScript","Python, Java",0.015392758,0.570261438,0.988705175,-0.038592158,0.012477196,5.279517183,2.075648176
2805,"Docker, JavaScript","Kubernetes, TypeScript",0.015392758,0.570261438,0.988705175,-0.038592158,0.014896315,31.00608533,2.28419827
2806,"Java, Spark",AWS,0.013055176,0.570327553,0.990384615,-0.03272615,0.009248983,3.429983185,1.940368614
2807,"Java, Azure",GCP,0.013760861,0.570383912,0.989879414,-0.034490363,0.01274042,13.48520797,2.229206545
2808,"Kubernetes, Jenkins","Python, Docker",0.012128964,0.570539419,0.991060246,-0.030388568,0.01074503,8.76411941,2.176918171
2809,"Kubernetes, TypeScript",HTML/CSS,0.010497067,0.570743405,0.992247726,-0.026286773,0.01017665,32.76067146,2.289023417
2810,"Kubernetes, TypeScript","Docker, HTML/CSS",0.010497067,0.570743405,0.992247726,-0.026286773,0.010281293,48.64836552,2.302277929
